ID,"Pricing, Delivery_Terms_Quote_Appr",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Opportunity_ID,ASP,ASP_(converted),TRF,Total_Amount,Total_Taxable_Amount,diferencia_en_dias,Last_Modified_DOY,Last_Modified_Year,Opportunity_Created_DOY,Opportunity_Created_Year,Quote_Expiry_DOY,Quote_Expiry_Year,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Planned_Delivery_End_Year,Region_count,Territory_count,"Pricing, Delivery_Terms_Approved_count",Bureaucratic_Code_count,Account_Created_Date_count,Billing_Country_count,Account_Name_count,Account_Owner_count,Opportunity_Owner_count,Account_Type_count,Opportunity_Type_count,Quote_Type_count,Delivery_Terms_count,Currency_count,Last_Modified_By_count,Product_Family_count,Product_Name_count,ASP_Currency_count,ASP_(converted)_Currency_count,Month_count,Delivery_Quarter_count,Delivery_Year_count,Total_Amount_Currency_count,Total_Taxable_Amount_Currency_count,Prod_Category_A_count,Delivery_Quarter_of_Year_count,Region_Territory_Country_count,Product_Family_Name_count,ASP_Higher_Mean_count,TRF_Higher_Mean_count,Same_Owner_count,Last_Modified_By_Account_Owner_count,Last_Modified_By_Opportunity_Owner_count
24423,1,0,0,0,9,0.4329400636104408,0.4329400636104408,0,6200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,524,524,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,1,1
24424,1,0,0,0,9,0.4329400636104408,0.4329400636104408,0,140000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,157,157,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,1,1
24425,1,0,0,0,9,78.0,0.70125,0,385320.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
24366,1,0,0,0,10,0.4329400636104408,0.4329400636104408,0,23400.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,121,121,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,1,1
24367,1,0,0,0,10,0.4329400636104408,0.4329400636104408,0,4400.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,474,474,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,1,1
24368,1,0,0,0,10,0.4329400636104408,0.4329400636104408,0,6200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,524,524,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,1,1
24369,1,0,0,0,10,0.4329400636104408,0.4329400636104408,0,140000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,157,157,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,1,1
24370,1,0,0,0,10,78.0,0.70125,0,405600.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
28524,1,1,1,0,11,0.539,0.539,3,1621851.0,3,29,7,2016,343,0.0,91.0,2016.0,9,2016,15.0,2016.0,3251,807,1,12544,36,671,7,226,285,8786,1889,16713,2910,15988,138,217,16,7321,16883,196,4295,2016,7321,7305,16883,1264,668,16,1,1,0,0,1
4915,1,0,0,0,12,0.55,0.55,0,221650.0,0,112,90,2016,343,0.0,91.0,2016.0,18,2016,31.0,2016.0,3251,807,1,12544,1,27,1,200,285,8786,6774,16713,2910,15988,138,1345,976,7321,16883,196,4295,2016,7321,7305,16883,1264,10,976,1,0,1,1,1
24384,1,0,0,0,13,0.4329400636104408,0.4329400636104408,0,4400.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,474,474,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,1,1
24385,1,0,0,0,13,0.4329400636104408,0.4329400636104408,0,1600.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,165,165,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,165,1,0,1,1,1
24386,1,0,0,0,13,0.4329400636104408,0.4329400636104408,0,31200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,121,121,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,1,1
24389,1,0,0,0,13,0.4329400636104408,0.4329400636104408,0,6200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,524,524,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,1,1
24390,1,0,0,0,13,0.4329400636104408,0.4329400636104408,0,280000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,157,157,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,1,1
24391,1,0,0,0,13,78.0,0.70125,0,689520.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
24359,1,0,0,0,14,0.4329400636104408,0.4329400636104408,0,1600.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,165,165,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,165,1,0,1,1,1
24360,1,0,0,0,14,0.4329400636104408,0.4329400636104408,0,31200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,121,121,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,1,1
24361,1,0,0,0,14,0.4329400636104408,0.4329400636104408,0,4400.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,474,474,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,1,1
24362,1,0,0,0,14,0.4329400636104408,0.4329400636104408,0,6200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,524,524,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,1,1
24363,1,0,0,0,14,0.4329400636104408,0.4329400636104408,0,280000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,157,157,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,1,1
24364,1,0,0,0,14,78.0,0.70125,0,648960.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
24397,1,0,0,0,15,0.4329400636104408,0.4329400636104408,0,3600.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,39,39,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,39,1,0,1,1,1
24398,1,0,0,0,15,0.4329400636104408,0.4329400636104408,0,39000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,121,121,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,1,1
24400,1,0,0,0,15,0.4329400636104408,0.4329400636104408,0,4400.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,474,474,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,1,1
24401,1,0,0,0,15,0.4329400636104408,0.4329400636104408,0,6200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,524,524,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,1,1
24402,1,0,0,0,15,0.4329400636104408,0.4329400636104408,0,160000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,77,77,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,77,1,0,1,1,1
24403,1,0,0,0,15,0.4329400636104408,0.4329400636104408,0,140000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,157,157,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,1,1
24404,1,0,0,0,15,78.0,0.70125,0,790920.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
24377,1,0,0,0,16,0.4329400636104408,0.4329400636104408,0,1600.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,165,165,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,165,1,0,1,1,1
24378,1,0,0,0,16,0.4329400636104408,0.4329400636104408,0,30000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,22,22,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,22,1,0,1,1,1
24379,1,0,0,0,16,0.4329400636104408,0.4329400636104408,0,23400.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,121,121,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,1,1
24380,1,0,0,0,16,0.4329400636104408,0.4329400636104408,0,4400.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,474,474,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,1,1
24381,1,0,0,0,16,0.4329400636104408,0.4329400636104408,0,6200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,524,524,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,1,1
24382,1,0,0,0,16,0.4329400636104408,0.4329400636104408,0,320000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,77,77,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,77,1,0,1,1,1
24383,1,0,0,0,16,78.0,0.70125,0,973440.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
24392,1,0,0,0,17,0.4329400636104408,0.4329400636104408,0,31200.0,0,28,6,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,121,121,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,1,1
24393,1,0,0,0,17,0.4329400636104408,0.4329400636104408,0,4400.0,0,28,6,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,474,474,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,1,1
24394,1,0,0,0,17,0.4329400636104408,0.4329400636104408,0,6200.0,0,28,6,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,524,524,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,1,1
24395,1,0,0,0,17,0.4329400636104408,0.4329400636104408,0,140000.0,0,28,6,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,157,157,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,1,1
24396,1,0,0,0,17,78.0,0.70125,0,304200.0,0,28,6,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
24405,1,0,0,0,18,0.4329400636104408,0.4329400636104408,0,9600.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,20,20,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,20,1,0,1,1,1
24406,1,0,0,0,18,0.4329400636104408,0.4329400636104408,0,31200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,121,121,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,121,1,0,1,1,1
24407,1,0,0,0,18,0.4329400636104408,0.4329400636104408,0,4400.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,474,474,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,474,1,0,1,1,1
24408,1,0,0,0,18,0.4329400636104408,0.4329400636104408,0,6200.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,524,524,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,524,1,0,1,1,1
24409,1,0,0,0,18,0.4329400636104408,0.4329400636104408,0,140000.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,157,157,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,157,1,0,1,1,1
24411,1,0,0,0,18,78.0,0.70125,0,385320.0,0,118,96,2016,343,0.0,0.0,0.0,60,2016,60.0,2016.0,4869,4981,0,3782,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,440,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
18557,1,1,1,0,19,0.55,0.6221,0,259875.0,0,324,302,2016,343,0.0,357.0,2015.0,102,2016,106.0,2016.0,4660,283,1,12544,2640,295,116,333,211,5866,5760,16713,4630,15988,313,419,116,4501,16883,383,4423,2016,4501,4516,16883,1076,270,116,1,0,0,0,0
13392,0,0,0,0,20,0.53,0.59948,0,103350.0,0,0,343,2015,343,0.0,8.0,2016.0,18,2016,29.0,2016.0,4660,1682,0,12544,2640,1977,249,1327,1253,5866,1458,16713,4630,15988,577,1345,976,4501,16883,196,4295,2016,4501,4516,16883,1264,1660,976,1,0,1,1,1
19342,0,0,0,0,21,0.65,0.65,5,3184974.0,5,440,53,2017,344,0.0,0.0,0.0,61,2016,91.0,2016.0,3933,1560,0,12544,259,3790,51,1286,1422,1928,5760,16713,7682,15988,429,29,15,7321,16883,628,4295,2016,7321,7305,16883,1264,1538,15,1,1,1,0,0
24444,1,0,0,0,22,78.0,0.70125,0,243360.0,0,26,5,2016,344,0.0,5.0,2016.0,8,2016,8.0,2016.0,4869,4981,1,12544,3009,4856,2122,3722,3773,8786,5760,16713,7682,15988,1202,1345,976,4500,16883,196,4295,2016,4500,4505,16883,1264,4186,976,1,0,1,1,1
18491,0,0,0,0,23,0.55,0.6221,0,214500.0,0,399,12,2017,344,0.0,349.0,2015.0,8,2016,12.0,2016.0,4660,313,0,12544,31,284,30,1093,982,5866,6774,16713,4630,15988,184,1345,976,4501,16883,196,4295,2016,4501,4516,16883,1264,252,976,1,0,1,0,0
18494,0,0,0,0,24,0.55,0.6221,0,214500.0,0,399,12,2017,344,0.0,350.0,2015.0,15,2016,19.0,2016.0,4660,313,0,12544,31,284,30,1093,982,5866,6774,16713,4630,15988,184,1345,976,4501,16883,196,4295,2016,4501,4516,16883,1264,252,976,1,0,1,0,0
4920,1,0,0,0,25,0.515,0.5825100000000001,3,1556587.5,3,399,12,2017,344,0.0,356.0,2015.0,49,2016,55.0,2016.0,4660,313,1,12544,1,284,1,1093,982,5866,1889,16713,4630,15988,184,1345,127,4501,16883,440,4295,2016,4501,4516,16883,1264,252,127,1,1,1,0,0
17590,1,1,1,0,26,0.385,0.43547,1,549780.0,1,519,133,2017,345,0.0,14.0,2016.0,93,2017,146.0,2017.0,4660,1682,1,12544,2640,1977,283,1327,1253,5866,6774,16713,4630,15988,577,540,47,4501,16883,475,4423,2017,4501,4516,16883,1704,1660,47,1,0,1,1,1
19680,0,0,0,0,27,0.55,0.6221,0,107250.0,0,397,12,2017,346,0.0,349.0,2015.0,26,2016,29.0,2016.0,4660,313,0,12544,2640,284,48,1093,982,5866,69,16713,4630,15988,184,1345,976,4501,16883,196,4295,2016,4501,4516,16883,1264,252,976,1,0,1,0,0
19683,0,0,0,0,27,0.55,0.6221,0,103125.0,0,397,12,2017,346,0.0,349.0,2015.0,26,2016,29.0,2016.0,4660,313,0,12544,2640,284,48,1093,982,5866,69,16713,4630,15988,184,87,83,4501,16883,196,4295,2016,4501,4516,16883,1264,252,83,1,0,1,0,0
19686,0,0,0,0,27,0.55,0.6221,0,107250.0,0,397,12,2017,346,0.0,349.0,2015.0,19,2016,22.0,2016.0,4660,313,0,12544,2640,284,48,1093,982,5866,69,16713,4630,15988,184,1345,976,4501,16883,196,4295,2016,4501,4516,16883,1264,252,976,1,0,1,0,0
16829,0,0,0,0,28,0.55,0.6221,0,107250.0,0,397,12,2017,346,0.0,349.0,2015.0,46,2016,49.0,2016.0,4660,313,0,12544,2640,284,26,1093,982,5866,6774,16713,4630,15988,184,1345,976,4501,16883,440,4295,2016,4501,4516,16883,1264,252,976,1,0,1,0,0
16834,0,0,0,0,28,0.55,0.6221,0,107250.0,0,397,12,2017,346,0.0,349.0,2015.0,32,2016,34.0,2016.0,4660,313,0,12544,2640,284,26,1093,982,5866,6774,16713,4630,15988,184,1345,976,4501,16883,440,4295,2016,4501,4516,16883,1264,252,976,1,0,1,0,0
16837,0,0,0,0,28,0.55,0.6221,0,107250.0,0,397,12,2017,346,0.0,349.0,2015.0,19,2016,22.0,2016.0,4660,313,0,12544,2640,284,26,1093,982,5866,6774,16713,4630,15988,184,1345,976,4501,16883,196,4295,2016,4501,4516,16883,1264,252,976,1,0,1,0,0
16840,0,0,0,0,28,0.55,0.6221,0,107250.0,0,397,12,2017,346,0.0,349.0,2015.0,11,2016,14.0,2016.0,4660,313,0,12544,2640,284,26,1093,982,5866,6774,16713,4630,15988,184,1345,976,4501,16883,196,4295,2016,4501,4516,16883,1264,252,976,1,0,1,0,0
4937,1,0,0,0,29,0.56,0.56,0,3920.0,0,287,270,2016,348,0.0,31.0,2016.0,10,2016,31.0,2016.0,3251,807,1,12544,3,671,3,226,206,8786,5760,16713,2910,15988,138,540,442,7321,16883,196,4295,2016,7321,7305,16883,1264,668,442,1,0,1,0,0
4904,1,1,0,0,30,0.57,0.57,0,7695.0,0,392,9,2017,348,0.0,31.0,2016.0,93,2016,182.0,2016.0,4660,28,0,3782,3,38,2,104,211,112,6774,16713,2910,15988,184,19,13,7321,16883,383,4423,2016,7321,7305,16883,1076,12,13,1,0,1,1,1
18279,1,1,1,0,31,0.49,0.55424,20,9937200.0,20,7,356,2015,349,0.0,357.0,2015.0,123,2016,182.0,2016.0,4660,1682,1,12544,58,1977,58,1327,1253,1928,1889,16713,4630,15988,577,1345,44,4501,16883,341,4423,2016,4501,4516,16883,1076,1660,44,1,1,1,1,1
