,Opportunity_ID,Items_Count,Region,Territory,"Pricing, Delivery_Terms_Quote_Appr",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Billing_Country,Account_Name,Opportunity_Name,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Quote_Type,Delivery_Terms,Currency,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),Delivery_Quarter,Delivery_Year,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Prod_Category_A,diferencia_en_dias,Account_Created_DOY,Account_Created_Year,Last_Modified_DOY,Last_Modified_Year,Opportunity_Created_DOY,Quote_Expiry_DOY,Quote_Expiry_Year,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Planned_Delivery_End_Year,Target
10,10,5,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,579600.0,0.0,2898000.0,0.0,118,110,2015,96,2016,343,,,60,2016,60.0,2016.0,0
11,11,1,-0.001749333360203309,0.001021333343257235,1,1,1,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.539,0.004697333311269176,0.539,-0.0023880001068027922,2016,3.0,-0.0023666667074576254,1621851.0,-0.0023666667074576254,1621851.0,0.0,29,286,2015,7,2016,343,91.0,2016.0,9,2016,15.0,2016.0,1
12,12,1,-0.001749333360203309,0.001021333343257235,1,0,0,0,-0.0032896665887286267,0.0008806666382588446,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.55,0.004697333311269176,0.55,-0.0023880001068027922,2016,0.0,-0.0023666667074576254,221650.0,-0.0023666667074576254,221650.0,0.0,112,343,2015,90,2016,343,91.0,2016.0,18,2016,31.0,2016.0,0
13,13,6,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,1012920.0,0.0,6077520.0,0.0,118,110,2015,96,2016,343,,,60,2016,60.0,2016.0,0
14,14,6,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,972360.0,0.0,5834160.0,0.0,118,110,2015,96,2016,343,,,60,2016,60.0,2016.0,0
15,15,7,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,1144120.0,0.0,8008840.0,0.0,118,110,2015,96,2016,343,,,60,2016,60.0,2016.0,0
16,16,7,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,1359040.0,0.0,9513280.0,0.0,118,110,2015,96,2016,343,,,60,2016,60.0,2016.0,0
17,17,5,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,486000.0,0.0,2430000.0,0.0,28,110,2015,6,2016,343,,,60,2016,60.0,2016.0,0
18,18,6,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,576720.0,0.0,3460320.0,0.0,118,110,2015,96,2016,343,,,60,2016,60.0,2016.0,0
19,19,1,-0.0010813333859550766,0.002387666576372188,1,1,1,0,-0.0032896665887286267,0.002387666576372188,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.55,0.004697333311269176,0.6221,-0.002642333374363564,2016,0.0,0.0009283333747104432,259875.0,0.0009283333747104432,259875.0,0.0,324,208,2013,302,2016,343,357.0,2015.0,102,2016,106.0,2016.0,0
20,20,1,-0.0010813333859550766,0.0008906666490414258,0,0,0,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.53,0.004697333311269176,0.59948,-0.0023880001068027922,2016,0.0,0.0009283333747104432,103350.0,0.0009283333747104432,103350.0,0.0,0,208,2013,343,2015,343,8.0,2016.0,18,2016,29.0,2016.0,1
21,21,1,-9.099997470912057e-05,0.002723666684238803,0,0,0,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.65,0.004697333311269176,0.65,-0.0023880001068027922,2016,5.0,-0.0023666667074576254,3184974.0,-0.0023666667074576254,3184974.0,0.0,440,234,2013,53,2017,344,,,61,2016,91.0,2016.0,1
22,22,1,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,243360.0,0.0017506666930421487,243360.0,0.0,26,110,2015,5,2016,344,5.0,2016.0,8,2016,8.0,2016.0,1
23,23,1,-0.0010813333859550766,0.000627999998954086,0,0,0,0,-0.0032896665887286267,0.000627999998954086,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.55,0.004697333311269176,0.6221,-0.0023880001068027922,2016,0.0,0.0009283333747104432,214500.0,0.0009283333747104432,214500.0,0.0,399,8,2014,12,2017,344,349.0,2015.0,8,2016,12.0,2016.0,1
24,24,1,-0.0010813333859550766,0.000627999998954086,0,0,0,0,-0.0032896665887286267,0.000627999998954086,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.55,0.004697333311269176,0.6221,-0.0023880001068027922,2016,0.0,0.0009283333747104432,214500.0,0.0009283333747104432,214500.0,0.0,399,8,2014,12,2017,344,350.0,2015.0,15,2016,19.0,2016.0,1
25,25,1,-0.0010813333859550766,0.000627999998954086,1,0,0,0,-0.0032896665887286267,0.000627999998954086,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.515,0.004697333311269176,0.5825100000000001,-0.0023880001068027922,2016,3.0,0.0009283333747104432,1556587.5,0.0009283333747104432,1556587.5,0.0,399,344,2015,12,2017,344,356.0,2015.0,49,2016,55.0,2016.0,0
26,26,1,-0.0010813333859550766,0.0008906666490414258,1,1,1,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.385,0.004697333311269176,0.43547,-0.002642333374363564,2017,1.0,0.0009283333747104432,549780.0,0.0009283333747104432,549780.0,0.0,519,208,2013,133,2017,345,14.0,2016.0,93,2017,146.0,2017.0,0
27,27,3,-0.0010813333859550766,0.000627999998954086,0,0,0,0,-0.0032896665887286267,0.000627999998954086,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.55,0.004697333311269176,0.6221,-0.0023880001068027922,2016,0.0,0.0009283333747104432,317625.0,0.0,1262250.0,0.0,397,208,2013,12,2017,346,349.0,2015.0,26,2016,29.0,2016.0,1
28,28,4,-0.0010813333859550766,0.000627999998954086,0,0,0,0,-0.0032896665887286267,0.000627999998954086,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.55,0.004697333311269176,0.6221,-0.0023880001068027922,2016,0.0,0.0009283333747104432,429000.0,0.0,1716000.0,0.0,397,208,2013,12,2017,346,349.0,2015.0,46,2016,49.0,2016.0,1
29,29,1,-0.001749333360203309,0.001021333343257235,1,0,0,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.56,0.004697333311269176,0.56,-0.0023880001068027922,2016,0.0,-0.0023666667074576254,3920.0,-0.0023666667074576254,3920.0,0.0,287,348,2015,270,2016,348,31.0,2016.0,10,2016,31.0,2016.0,1
30,30,1,-0.0010813333859550766,0.000731666658927376,1,1,0,0,-0.0032896665887286267,0.0016518888910326901,0.0,0.0,0.0,0.0,-0.0032896665887286267,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.57,0.004697333311269176,0.57,-0.002642333374363564,2016,0.0,-0.0023666667074576254,7695.0,-0.0023666667074576254,7695.0,0.0,392,342,2015,9,2017,348,31.0,2016.0,93,2016,182.0,2016.0,0
31,31,2,-0.0010813333859550766,0.0008906666490414258,1,1,1,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.49,0.004697333311269176,0.55424,-0.002642333374363564,2016,20.0,0.0009283333747104432,19874400.0,0.0,39748800.0,0.0,7,354,2013,356,2015,349,357.0,2015.0,123,2016,182.0,2016.0,1
32,32,1,-0.0010813333859550766,0.0005403333463376232,1,0,0,0,-0.0032896665887286267,0.0005403333463376232,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.51,0.004697333311269176,0.57686,-0.0023880001068027922,2016,1.0,0.0009283333747104432,510510.0,0.0009283333747104432,510510.0,0.0,97,208,2013,81,2016,349,15.0,2016.0,53,2016,64.0,2016.0,0
33,33,1,-0.0010813333859550766,0.000627999998954086,0,0,0,0,-0.0032896665887286267,0.000627999998954086,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.54,0.004697333311269176,0.6107899999999999,-0.0023880001068027922,2016,0.0,0.0009283333747104432,105300.0,0.0009283333747104432,105300.0,0.0,393,208,2013,12,2017,350,352.0,2015.0,19,2016,22.0,2016.0,0
34,34,1,-0.0010813333859550766,0.0007713333539625941,0,0,0,0,-0.0032896665887286267,0.0007713333539625941,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.54,0.004697333311269176,0.6107899999999999,-0.0023880001068027922,2016,1.0,0.0009283333747104432,364905.0,0.0009283333747104432,364905.0,0.0,68,201,2015,53,2016,350,50.0,2016.0,61,2016,90.0,2016.0,1
35,35,1,-0.0010813333859550766,0.0008906666490414258,1,1,0,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.34,0.004697333311269176,0.38457,-0.002642333374363564,2018,17.0,0.0009283333747104432,5618160.0,0.0009283333747104432,5618160.0,0.0,737,338,2015,356,2017,350,,,92,2018,166.0,2018.0,0
36,36,3,-0.0010813333859550766,0.0016140000108377233,0,0,0,0,-0.0032896665887286267,0.0016140000108377233,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.54,0.004697333311269176,0.6107899999999999,-0.0023880001068027922,2016,0.0,0.0009283333747104432,103950.0,0.0,311850.0,0.0,29,351,2015,15,2016,351,29.0,2016.0,18,2016,57.0,2016.0,1
37,37,5,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,599880.0,0.0,2999400.0,0.0,22,110,2015,8,2016,351,,,60,2016,60.0,2016.0,0
38,38,6,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,1154600.0,0.0,6927600.0,0.0,110,110,2015,96,2016,351,,,60,2016,60.0,2016.0,0
39,39,5,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,571800.0,0.0,2859000.0,0.0,22,110,2015,8,2016,351,,,60,2016,60.0,2016.0,0
40,40,6,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,1033200.0,0.0,6199200.0,0.0,110,110,2015,96,2016,351,,,60,2016,60.0,2016.0,0
41,41,1,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,0.0,0.004697333311269176,0.0,-0.0023880001068027922,2016,0.0,0.0017506666930421487,20280.0,0.0017506666930421487,20280.0,0.0,223,110,2015,209,2016,351,,,60,2016,60.0,2016.0,0
42,42,6,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,1033200.0,0.0,6199200.0,0.0,223,110,2015,209,2016,351,,,60,2016,60.0,2016.0,0
43,43,7,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,1142120.0,0.0,7994840.0,0.0,223,110,2015,209,2016,351,,,60,2016,60.0,2016.0,0
44,44,5,0.002038666642838507,0.0008806666382588446,1,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,78.0,0.004697333311269176,0.70125,-0.0023880001068027922,2016,0.0,0.0017506666930421487,470400.0,0.0,2352000.0,0.0,110,110,2015,96,2016,351,,,60,2016,60.0,2016.0,0
45,45,1,-0.0010813333859550766,0.0008906666490414258,1,1,1,0,-0.0032896665887286267,0.0008906666490414258,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.49,0.004697333311269176,0.55424,-0.002642333374363564,2016,20.0,0.0009283333747104432,9809800.0,0.0009283333747104432,9809800.0,0.0,113,349,2015,99,2016,351,92.0,2016.0,122,2016,182.0,2016.0,0
46,46,2,-0.0010813333859550766,0.000627999998954086,1,1,1,0,-0.0032896665887286267,0.000627999998954086,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.5,0.004697333311269176,0.56555,-0.0023880001068027922,2016,2.0,0.0009283333747104432,2106750.0,0.0,4213500.0,0.0,391,248,2013,12,2017,352,19.0,2016.0,67,2016,75.0,2016.0,1
47,47,1,-9.099997470912057e-05,0.0014331666767854283,1,1,1,0,-0.0032896665887286267,0.0005458333439552613,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.66,0.004697333311269176,0.66,-0.002642333374363564,2016,1.0,-0.0023666667074576254,629145.0,-0.0023666667074576254,0.0,0.0,286,352,2015,273,2016,352,22.0,2016.0,137,2016,141.0,2016.0,0
48,49,1,-0.001749333360203309,0.001021333343257235,1,0,0,0,-0.0032896665887286267,0.001248833361484382,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.56,0.004697333311269176,0.56,-0.0023880001068027922,2016,0.0,-0.0023666667074576254,109760.0,-0.0023666667074576254,109760.0,0.0,33,252,2014,20,2016,352,91.0,2016.0,39,2016,51.0,2016.0,1
49,50,1,-0.0010813333859550766,0.00162600000956445,1,0,0,0,-0.0032896665887286267,0.00162600000956445,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.52,0.004697333311269176,0.58817,-0.002642333374363564,2016,1.0,0.0009283333747104432,304200.0,0.0009283333747104432,304200.0,0.0,182,56,2014,169,2016,352,121.0,2016.0,153,2016,182.0,2016.0,0
50,51,1,-0.0010813333859550766,0.0008806666382588446,1,1,0,0,-0.0032896665887286267,0.00162600000956445,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0009283333747104432,0.55,0.004697333311269176,0.6221,-0.002642333374363564,2016,1.0,0.0009283333747104432,500500.0,0.0009283333747104432,500500.0,0.0,115,56,2014,102,2016,352,30.0,2016.0,153,2016,182.0,2016.0,0
51,52,1,-0.001749333360203309,0.001021333343257235,1,0,0,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.54,0.004697333311269176,0.54,-0.0023880001068027922,2016,0.0,-0.0023666667074576254,17550.0,-0.0023666667074576254,17550.0,0.0,101,209,2013,90,2016,354,91.0,2016.0,32,2016,46.0,2016.0,0
52,53,2,-0.001749333360203309,0.001021333343257235,1,1,0,0,-0.0032896665887286267,0.001021333343257235,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,-0.0023666667074576254,0.535,0.004697333311269176,0.535,-0.002642333374363564,2016,13.0,-0.0023666667074576254,13438632.9,0.0,26877265.8,0.0,37,352,2014,27,2016,355,182.0,2016.0,92,2016,121.0,2016.0,0
53,54,1,0.002038666642838507,0.002038666642838507,0,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,72.0,0.004697333311269176,0.64731,-0.0023880001068027922,2016,0.0,0.0017506666930421487,12852000.0,0.0017506666930421487,12852000.0,0.0,0,353,2014,355,2015,355,60.0,2016.0,18,2016,18.0,2016.0,1
54,55,1,0.002038666642838507,0.002038666642838507,0,0,0,0,-0.0032896665887286267,0.002038666642838507,0.0,0.0,0.0,0.0,0.0,0.0,0.0028076666541649803,0.0,0.0008806666382588446,0.0,0.0,-0.0032896665887286267,0.0017506666930421487,68.0,0.004697333311269176,0.61135,-0.0023880001068027922,2016,0.0,0.0017506666930421487,29478000.0,0.0017506666930421487,29478000.0,0.0,0,353,2014,355,2015,355,365.0,2015.0,57,2016,64.0,2016.0,1
